id_wypozyczenia,id_pracownika,id_auta,id_klienta,id_rodzaj_wypozyczenia,stan_licznika_przed,data_wypozyczenia,id_rezerwacji,id_oddzialu,uwagi
5431,786,415,75,248,502247,09/04/2022,343,970,uwagi
5432,245,948,456,462,526400,18/04/2022,823,399,uwagi
5433,806,788,180,936,583948,06/04/2022,896,943,uwagi
5434,897,47,699,275,548219,11/04/2022,950,845,uwagi
5435,290,763,818,75,517674,06/04/2022,892,322,uwagi
5436,200,235,291,444,518123,04/04/2022,747,905,uwagi
5437,446,570,304,252,535685,07/04/2022,484,187,uwagi
5438,197,379,130,93,542482,17/04/2022,829,367,uwagi
5439,908,778,212,197,553952,18/04/2022,29,271,uwagi
5440,717,921,593,916,515447,11/04/2022,884,359,uwagi
5441,336,630,264,781,519852,10/04/2022,567,33,uwagi
5442,556,51,219,752,542830,13/04/2022,349,845,uwagi
5443,854,177,212,761,595360,09/04/2022,424,957,uwagi
5444,494,452,227,210,537230,05/04/2022,819,125,uwagi
5445,527,702,484,863,533139,09/04/2022,748,644,uwagi
5446,530,314,676,86,536399,07/04/2022,895,837,uwagi
5447,793,243,682,646,541874,16/04/2022,893,406,uwagi
5448,373,316,362,866,576749,09/04/2022,589,75,uwagi
5449,140,408,200,667,510967,11/04/2022,684,530,uwagi
5450,442,431,173,971,574451,09/04/2022,848,57,uwagi
5451,109,743,894,901,598489,19/04/2022,575,547,uwagi
5452,404,467,952,776,578253,04/04/2022,314,642,uwagi
5453,551,903,717,690,531014,15/04/2022,916,357,uwagi
5454,420,600,886,861,502972,05/04/2022,58,832,uwagi
5455,775,906,889,883,564820,10/04/2022,782,784,uwagi
5456,634,356,330,37,582285,19/04/2022,282,813,uwagi
5457,606,596,455,156,549763,05/04/2022,171,846,uwagi
5458,808,87,202,228,568533,12/04/2022,87,89,uwagi
5459,716,145,921,490,505044,09/04/2022,809,373,uwagi
5460,699,590,156,332,594566,18/04/2022,486,369,uwagi
5461,769,767,182,374,536197,12/04/2022,636,530,uwagi
5462,860,806,375,668,589150,14/04/2022,576,895,uwagi
5463,577,663,984,292,580742,19/04/2022,904,782,uwagi
5464,858,713,154,557,530207,14/04/2022,309,889,uwagi
5465,248,794,257,17,556074,05/04/2022,438,391,uwagi
5466,923,73,920,783,587818,14/04/2022,294,450,uwagi
5467,770,870,345,347,553239,08/04/2022,329,639,uwagi
5468,340,232,420,198,594420,11/04/2022,573,755,uwagi
5469,247,882,643,494,567536,13/04/2022,899,511,uwagi
5470,237,337,901,159,540948,19/04/2022,820,942,uwagi
5471,288,114,391,58,598298,11/04/2022,736,404,uwagi
5472,516,64,43,856,529546,04/04/2022,462,53,uwagi
5473,240,35,807,486,591577,19/04/2022,450,980,uwagi
5474,592,349,491,828,568504,05/04/2022,391,987,uwagi
5475,95,211,928,383,532345,05/04/2022,318,440,uwagi
5476,307,54,844,822,511684,18/04/2022,886,677,uwagi
5477,413,348,730,652,538154,06/04/2022,537,138,uwagi
5478,298,987,118,889,533453,10/04/2022,608,716,uwagi
5479,20,999,702,115,520852,10/04/2022,629,497,uwagi
5480,532,947,936,839,599991,14/04/2022,780,661,uwagi
5481,117,665,338,530,501169,07/04/2022,67,182,uwagi
5482,394,604,319,691,558996,16/04/2022,437,579,uwagi
5483,925,45,295,945,504312,06/04/2022,997,59,uwagi
5484,252,625,555,784,557151,12/04/2022,491,623,uwagi
5485,572,270,283,689,593378,11/04/2022,620,218,uwagi
5486,946,687,399,339,529016,14/04/2022,718,30,uwagi
5487,881,154,609,805,519861,06/04/2022,903,749,uwagi
5488,242,899,807,494,552387,18/04/2022,362,278,uwagi
5489,96,852,900,667,512062,11/04/2022,182,355,uwagi
5490,55,801,573,1000,548702,06/04/2022,971,339,uwagi
5491,778,688,368,658,584153,11/04/2022,977,462,uwagi
5492,41,879,211,282,577773,12/04/2022,18,776,uwagi
5493,302,379,53,397,522997,12/04/2022,952,64,uwagi
5494,351,133,419,405,593320,16/04/2022,991,405,uwagi
5495,421,962,744,198,564899,04/04/2022,112,855,uwagi
5496,491,88,317,531,596602,04/04/2022,528,813,uwagi
5497,744,545,588,46,592315,08/04/2022,641,443,uwagi
5498,154,592,507,504,572393,16/04/2022,925,909,uwagi
5499,658,916,314,78,587717,12/04/2022,57,275,uwagi
5500,527,169,130,17,525545,11/04/2022,447,548,uwagi
5501,222,974,360,966,551783,18/04/2022,948,11,uwagi
5502,441,588,453,595,517916,07/04/2022,959,98,uwagi
5503,904,884,7,561,579964,17/04/2022,321,638,uwagi
5504,677,378,913,203,554525,06/04/2022,42,220,uwagi
5505,801,488,767,23,546110,19/04/2022,127,988,uwagi
5506,979,75,998,420,566231,11/04/2022,451,14,uwagi
5507,842,410,112,745,529362,06/04/2022,119,305,uwagi
5508,94,439,943,771,581540,09/04/2022,855,974,uwagi
5509,361,897,193,162,538423,19/04/2022,960,184,uwagi
5510,846,87,171,825,516103,16/04/2022,169,245,uwagi
5511,824,620,259,665,502934,17/04/2022,370,410,uwagi
5512,323,489,715,417,592663,10/04/2022,657,187,uwagi
5513,743,512,160,103,540757,12/04/2022,352,264,uwagi
5514,792,312,448,638,539814,18/04/2022,619,462,uwagi
5515,560,788,706,383,540671,17/04/2022,964,48,uwagi
5516,437,334,457,760,582196,14/04/2022,171,176,uwagi
5517,749,828,362,491,533860,18/04/2022,521,594,uwagi
5518,747,873,858,538,518450,05/04/2022,305,176,uwagi
5519,583,924,637,142,571026,10/04/2022,343,525,uwagi
5520,117,306,572,554,563949,17/04/2022,29,313,uwagi
5521,462,200,488,211,502673,13/04/2022,849,701,uwagi
5522,366,370,294,112,524252,13/04/2022,152,650,uwagi
5523,428,456,825,10,537899,13/04/2022,462,152,uwagi
5524,90,804,676,207,510893,19/04/2022,248,760,uwagi
5525,749,276,72,210,547516,04/04/2022,559,420,uwagi
5526,502,408,121,868,577707,17/04/2022,415,979,uwagi
5527,20,566,629,447,502142,09/04/2022,453,457,uwagi
5528,401,914,608,490,571699,14/04/2022,284,696,uwagi
5529,826,532,456,575,580688,06/04/2022,527,785,uwagi
5530,283,85,205,784,549240,09/04/2022,325,652,uwagi
5531,270,739,630,290,530452,10/04/2022,259,736,uwagi
5532,326,711,192,727,562469,13/04/2022,800,217,uwagi
5533,342,84,912,168,561425,09/04/2022,368,742,uwagi
5534,422,894,527,704,597846,10/04/2022,731,488,uwagi
5535,471,55,139,741,579377,12/04/2022,769,30,uwagi
5536,99,27,766,425,573701,06/04/2022,957,151,uwagi
5537,362,757,367,704,583989,10/04/2022,279,871,uwagi
5538,455,646,613,876,553901,11/04/2022,140,579,uwagi
5539,518,870,66,989,592399,19/04/2022,204,729,uwagi
5540,718,972,758,817,599796,11/04/2022,524,241,uwagi
5541,735,480,391,97,523663,13/04/2022,758,801,uwagi
5542,77,37,672,531,568156,19/04/2022,284,406,uwagi
5543,221,423,985,739,529211,19/04/2022,50,727,uwagi
5544,217,254,455,934,522523,19/04/2022,213,750,uwagi
5545,224,736,991,959,521595,09/04/2022,382,55,uwagi
5546,453,139,855,530,517451,16/04/2022,526,60,uwagi
5547,857,810,466,77,523267,18/04/2022,450,815,uwagi
5548,525,500,542,741,575313,09/04/2022,996,675,uwagi
5549,979,209,425,202,594488,10/04/2022,415,160,uwagi
5550,161,796,215,614,593435,19/04/2022,70,143,uwagi
5551,109,596,203,965,540502,13/04/2022,668,42,uwagi
5552,638,118,857,163,561750,18/04/2022,398,904,uwagi
5553,371,394,579,350,560212,08/04/2022,3,551,uwagi
5554,547,418,711,708,521339,17/04/2022,925,322,uwagi
5555,148,995,464,257,558945,13/04/2022,666,222,uwagi
5556,995,334,264,633,545170,10/04/2022,120,795,uwagi
5557,70,517,699,440,590983,14/04/2022,277,789,uwagi
5558,512,279,340,59,569647,05/04/2022,50,767,uwagi
5559,910,975,88,58,596867,04/04/2022,552,315,uwagi
5560,559,218,536,553,555157,12/04/2022,799,185,uwagi
5561,4,919,980,73,543488,11/04/2022,678,513,uwagi
5562,345,954,302,857,523247,09/04/2022,641,916,uwagi
5563,929,691,683,839,566468,08/04/2022,771,897,uwagi
5564,634,323,211,192,553971,19/04/2022,747,745,uwagi
5565,92,546,929,95,546355,10/04/2022,909,168,uwagi
5566,899,586,680,244,553909,12/04/2022,981,100,uwagi
5567,772,621,16,701,531119,09/04/2022,698,540,uwagi
5568,976,469,436,610,579003,17/04/2022,647,801,uwagi
5569,330,393,545,422,593805,07/04/2022,474,516,uwagi
5570,402,382,683,301,596706,04/04/2022,362,544,uwagi
5571,507,343,643,278,596330,18/04/2022,659,979,uwagi
5572,275,356,518,251,582400,14/04/2022,954,860,uwagi
5573,615,600,661,944,599237,17/04/2022,205,365,uwagi
5574,931,679,881,333,505975,19/04/2022,563,633,uwagi
5575,27,925,176,533,526704,10/04/2022,819,811,uwagi
5576,231,477,789,505,583240,12/04/2022,307,756,uwagi
5577,657,260,615,271,585926,09/04/2022,275,215,uwagi
5578,852,480,579,783,515799,12/04/2022,460,115,uwagi
5579,218,23,747,245,594686,19/04/2022,922,778,uwagi
5580,214,740,589,445,521581,18/04/2022,378,950,uwagi
5581,49,684,705,705,594317,12/04/2022,319,976,uwagi
5582,803,594,190,655,507363,09/04/2022,769,437,uwagi
5583,232,228,551,450,524952,10/04/2022,297,694,uwagi
5584,197,218,472,411,595691,09/04/2022,60,855,uwagi
5585,173,437,804,221,512029,10/04/2022,508,926,uwagi
5586,64,827,901,866,542066,08/04/2022,90,520,uwagi
5587,495,858,957,726,508534,08/04/2022,507,176,uwagi
5588,335,803,870,532,501988,06/04/2022,341,942,uwagi
5589,977,401,797,150,583715,13/04/2022,600,371,uwagi
5590,958,108,296,21,593420,04/04/2022,197,887,uwagi
5591,355,287,407,850,514430,13/04/2022,363,576,uwagi
5592,230,869,751,565,567131,19/04/2022,620,96,uwagi
5593,692,961,38,668,536063,15/04/2022,834,818,uwagi
5594,198,433,188,156,554036,06/04/2022,484,177,uwagi
5595,475,681,63,830,596683,18/04/2022,470,679,uwagi
5596,112,833,254,341,570130,08/04/2022,5,906,uwagi
5597,373,624,2,64,558385,13/04/2022,39,732,uwagi
5598,945,872,550,143,530460,07/04/2022,738,298,uwagi
5599,845,222,474,320,590150,08/04/2022,537,149,uwagi
5600,869,7,828,980,583848,12/04/2022,82,321,uwagi
5601,540,86,226,913,570876,06/04/2022,227,977,uwagi
5602,293,265,708,238,513653,10/04/2022,258,380,uwagi
5603,442,995,677,287,521535,05/04/2022,151,606,uwagi
5604,117,687,755,986,569301,08/04/2022,583,965,uwagi
5605,532,664,285,72,574849,14/04/2022,511,984,uwagi
5606,458,737,960,750,500172,13/04/2022,668,987,uwagi
5607,139,925,367,580,591925,10/04/2022,44,866,uwagi
5608,135,194,472,252,588053,04/04/2022,226,237,uwagi
5609,574,808,202,106,547120,18/04/2022,487,177,uwagi
5610,220,997,160,677,573324,07/04/2022,120,427,uwagi
5611,735,788,414,874,571240,15/04/2022,781,453,uwagi
5612,632,824,319,767,501690,08/04/2022,790,18,uwagi
5613,898,16,255,471,582293,12/04/2022,456,576,uwagi
5614,295,942,753,514,593801,13/04/2022,913,191,uwagi
5615,672,32,618,407,581935,16/04/2022,32,280,uwagi
5616,532,812,733,164,563470,05/04/2022,51,930,uwagi
5617,652,840,948,550,585451,08/04/2022,202,21,uwagi
5618,678,658,596,972,559879,08/04/2022,349,486,uwagi
5619,537,261,677,209,529229,10/04/2022,294,615,uwagi
5620,112,325,894,644,513636,17/04/2022,626,807,uwagi
5621,772,676,737,423,551533,19/04/2022,684,972,uwagi
5622,370,886,992,48,554253,06/04/2022,588,19,uwagi
5623,142,936,505,679,519637,16/04/2022,181,887,uwagi
5624,489,474,501,601,579891,13/04/2022,395,244,uwagi
5625,936,20,51,707,569561,18/04/2022,787,129,uwagi
5626,211,471,101,581,535600,12/04/2022,93,629,uwagi
5627,899,681,647,40,561606,12/04/2022,152,718,uwagi
5628,813,332,605,302,580533,15/04/2022,105,902,uwagi
5629,605,499,146,540,551832,08/04/2022,196,246,uwagi
5630,214,983,375,425,545319,10/04/2022,476,6,uwagi
5631,810,568,634,708,524802,19/04/2022,281,748,uwagi
5632,865,432,466,677,576297,14/04/2022,70,978,uwagi
5633,569,175,880,173,567282,15/04/2022,25,713,uwagi
5634,192,220,958,406,520238,04/04/2022,333,830,uwagi
5635,656,809,836,465,537614,10/04/2022,470,173,uwagi
5636,625,750,921,489,518141,05/04/2022,386,165,uwagi
5637,945,456,143,513,562961,15/04/2022,22,686,uwagi
5638,303,46,398,494,526549,09/04/2022,356,899,uwagi
5639,468,688,729,124,549606,11/04/2022,565,589,uwagi
5640,873,34,761,497,578327,06/04/2022,681,985,uwagi
5641,965,67,150,910,552186,19/04/2022,292,422,uwagi
5642,152,314,107,454,535894,08/04/2022,505,948,uwagi
5643,625,860,847,93,554716,10/04/2022,575,216,uwagi
5644,44,139,805,916,517234,17/04/2022,565,412,uwagi
5645,956,246,397,921,531207,16/04/2022,546,830,uwagi
5646,834,838,252,986,515091,05/04/2022,359,440,uwagi
5647,510,863,387,135,572160,11/04/2022,233,227,uwagi
5648,269,808,443,312,594648,11/04/2022,247,228,uwagi
5649,119,812,640,75,505675,10/04/2022,36,995,uwagi
5650,369,582,825,203,541908,08/04/2022,76,189,uwagi
5651,570,434,628,80,529552,14/04/2022,15,215,uwagi
5652,18,248,441,286,505472,18/04/2022,884,598,uwagi
5653,2,130,826,121,594079,15/04/2022,465,195,uwagi
5654,998,501,190,367,508149,08/04/2022,14,570,uwagi
5655,501,89,758,71,552165,17/04/2022,385,151,uwagi
5656,818,400,365,835,564616,04/04/2022,806,121,uwagi
5657,701,689,719,703,581817,04/04/2022,544,823,uwagi
5658,759,8,17,757,550775,10/04/2022,206,123,uwagi
5659,590,219,693,90,530728,05/04/2022,450,161,uwagi
5660,829,835,311,647,523311,06/04/2022,676,481,uwagi
5661,880,481,601,581,516928,09/04/2022,319,283,uwagi
5662,988,862,105,747,586953,16/04/2022,121,503,uwagi
5663,378,327,626,967,554535,09/04/2022,318,57,uwagi
5664,853,768,217,682,560117,19/04/2022,528,328,uwagi
5665,835,203,809,714,568359,16/04/2022,409,294,uwagi
5666,853,728,576,841,558903,04/04/2022,681,587,uwagi
5667,459,802,90,836,512752,09/04/2022,716,803,uwagi
5668,673,34,859,526,580022,04/04/2022,76,208,uwagi
5669,402,603,535,236,580574,15/04/2022,343,950,uwagi
5670,490,752,243,343,547867,13/04/2022,819,183,uwagi
5671,68,500,770,527,530015,06/04/2022,859,363,uwagi
5672,428,575,165,101,560732,13/04/2022,24,627,uwagi
5673,408,99,834,809,570134,16/04/2022,368,45,uwagi
5674,508,711,994,997,546222,16/04/2022,237,339,uwagi
5675,941,56,522,9,555476,15/04/2022,291,535,uwagi
5676,855,150,897,283,572333,16/04/2022,62,384,uwagi
5677,331,85,10,739,518286,04/04/2022,843,548,uwagi
5678,885,211,592,392,592107,15/04/2022,586,388,uwagi
5679,384,823,727,325,587805,14/04/2022,248,333,uwagi
5680,433,538,868,288,568689,04/04/2022,765,571,uwagi
5681,411,826,954,741,591017,19/04/2022,963,480,uwagi
5682,94,806,27,978,501540,11/04/2022,618,369,uwagi
5683,937,204,757,320,502590,09/04/2022,483,644,uwagi
5684,904,730,977,337,526766,09/04/2022,845,625,uwagi
5685,955,609,195,365,543447,07/04/2022,149,106,uwagi
5686,345,111,585,438,591603,15/04/2022,611,415,uwagi
5687,932,229,784,868,543234,08/04/2022,540,188,uwagi
5688,459,23,832,363,575205,10/04/2022,809,699,uwagi
5689,20,653,324,975,526119,08/04/2022,519,340,uwagi
5690,696,667,445,41,577739,17/04/2022,30,478,uwagi
5691,694,641,893,625,586910,11/04/2022,677,493,uwagi
5692,302,216,681,760,523799,18/04/2022,512,122,uwagi
5693,991,321,821,10,597272,06/04/2022,145,985,uwagi
5694,234,663,324,930,532896,10/04/2022,768,970,uwagi
5695,107,798,448,800,543742,07/04/2022,341,425,uwagi
5696,307,17,918,608,523273,09/04/2022,598,368,uwagi
5697,471,110,490,461,542997,08/04/2022,311,471,uwagi
5698,403,455,455,637,511723,13/04/2022,778,567,uwagi
5699,447,546,537,553,534247,10/04/2022,984,353,uwagi
5700,780,325,777,87,534129,06/04/2022,695,695,uwagi
5701,575,293,63,45,540179,06/04/2022,552,506,uwagi
5702,832,863,977,235,531675,13/04/2022,431,872,uwagi
5703,434,209,438,881,575345,06/04/2022,974,433,uwagi
5704,96,957,786,876,528142,05/04/2022,562,963,uwagi
5705,623,257,657,197,554829,04/04/2022,719,242,uwagi
5706,951,271,747,782,513222,13/04/2022,723,17,uwagi
5707,449,154,888,883,536163,09/04/2022,325,764,uwagi
5708,116,298,196,212,525474,17/04/2022,981,87,uwagi
5709,537,543,50,159,579905,05/04/2022,706,356,uwagi
5710,348,425,598,298,569442,17/04/2022,345,80,uwagi
5711,827,68,96,276,522060,08/04/2022,983,159,uwagi
5712,583,308,922,698,560521,15/04/2022,118,909,uwagi
5713,860,99,996,397,564120,12/04/2022,45,555,uwagi
5714,441,750,911,788,517399,15/04/2022,508,86,uwagi
5715,869,852,165,696,591892,13/04/2022,260,971,uwagi
5716,140,243,130,722,555024,04/04/2022,51,420,uwagi
5717,156,169,328,16,526683,15/04/2022,323,412,uwagi
5718,909,367,967,349,511646,13/04/2022,878,136,uwagi
5719,291,385,221,159,523669,17/04/2022,386,854,uwagi
5720,156,645,825,296,588778,06/04/2022,954,17,uwagi
5721,439,5,436,594,517322,13/04/2022,764,609,uwagi
5722,441,86,21,349,545253,09/04/2022,987,697,uwagi
5723,570,865,833,860,524886,04/04/2022,54,19,uwagi
5724,486,439,873,642,508322,18/04/2022,697,937,uwagi
5725,972,651,954,410,565552,10/04/2022,390,3,uwagi
5726,829,153,612,269,523827,15/04/2022,632,617,uwagi
5727,691,619,314,260,548261,08/04/2022,146,120,uwagi
5728,732,199,138,218,563683,05/04/2022,10,859,uwagi
5729,721,707,795,692,535753,08/04/2022,748,101,uwagi
5730,14,137,103,842,528921,07/04/2022,714,111,uwagi
5731,528,346,728,219,596428,14/04/2022,41,479,uwagi
5732,447,187,598,179,538489,16/04/2022,735,396,uwagi
5733,22,745,254,742,545165,19/04/2022,49,433,uwagi
5734,810,796,533,823,593261,14/04/2022,636,665,uwagi
5735,222,350,775,750,569508,14/04/2022,503,968,uwagi
5736,660,543,446,107,572922,16/04/2022,44,285,uwagi
5737,115,779,681,136,552288,18/04/2022,934,878,uwagi
5738,975,982,311,784,577764,12/04/2022,844,606,uwagi
5739,711,479,270,933,582819,04/04/2022,45,682,uwagi
5740,524,547,649,183,508968,14/04/2022,95,289,uwagi
5741,819,138,574,934,591568,07/04/2022,254,69,uwagi
5742,439,188,947,414,516900,05/04/2022,257,197,uwagi
5743,947,101,803,657,557890,09/04/2022,73,589,uwagi
5744,408,118,271,931,566412,15/04/2022,920,113,uwagi
5745,754,14,402,573,515155,13/04/2022,976,506,uwagi
5746,68,229,575,506,541602,14/04/2022,521,919,uwagi
5747,586,778,116,532,587788,05/04/2022,919,189,uwagi
5748,457,992,778,864,510856,10/04/2022,48,795,uwagi
5749,773,968,908,527,598099,18/04/2022,310,100,uwagi
5750,133,285,605,200,551318,04/04/2022,180,706,uwagi
5751,930,701,625,515,547811,18/04/2022,741,46,uwagi
5752,356,659,235,813,564977,11/04/2022,12,677,uwagi
5753,759,60,471,532,502690,05/04/2022,379,58,uwagi
5754,8,688,157,141,597146,12/04/2022,762,341,uwagi
5755,485,941,46,414,564133,17/04/2022,671,929,uwagi
5756,120,411,974,476,506884,12/04/2022,209,289,uwagi
5757,719,221,965,477,528015,09/04/2022,436,8,uwagi
5758,308,814,66,315,550092,11/04/2022,223,456,uwagi
5759,473,984,796,958,592467,19/04/2022,842,371,uwagi
5760,566,512,299,686,592176,08/04/2022,273,161,uwagi
5761,991,482,450,710,570161,12/04/2022,414,187,uwagi
5762,982,850,195,289,566349,07/04/2022,260,604,uwagi
5763,165,482,60,637,546543,05/04/2022,855,594,uwagi
5764,391,697,965,957,520749,08/04/2022,264,642,uwagi
5765,130,537,803,120,501770,04/04/2022,252,830,uwagi
5766,720,666,16,702,551511,06/04/2022,210,990,uwagi
5767,179,469,594,344,595071,10/04/2022,653,980,uwagi
5768,417,508,574,807,520353,14/04/2022,539,763,uwagi
5769,412,802,404,541,533834,06/04/2022,207,661,uwagi
5770,357,458,490,76,512317,13/04/2022,505,777,uwagi
5771,639,714,767,817,518275,12/04/2022,360,160,uwagi
5772,134,13,140,550,552027,04/04/2022,714,356,uwagi
5773,724,252,119,135,505353,05/04/2022,523,676,uwagi
5774,392,729,336,748,518600,17/04/2022,825,824,uwagi
5775,310,329,600,948,504261,08/04/2022,367,765,uwagi
5776,226,726,925,359,573876,06/04/2022,64,909,uwagi
5777,260,778,265,983,502891,05/04/2022,383,118,uwagi
5778,83,905,793,475,563267,11/04/2022,128,223,uwagi
5779,819,953,46,128,528122,06/04/2022,646,76,uwagi
5780,324,12,840,550,573729,17/04/2022,764,909,uwagi
5781,477,828,817,736,560506,17/04/2022,81,718,uwagi
5782,634,464,836,717,536755,05/04/2022,629,191,uwagi
5783,1,757,414,819,570865,07/04/2022,459,947,uwagi
5784,990,104,23,314,511507,05/04/2022,862,863,uwagi
5785,853,626,771,329,545328,04/04/2022,588,64,uwagi
5786,59,669,782,693,513131,12/04/2022,617,409,uwagi
5787,499,246,600,500,500146,07/04/2022,13,318,uwagi
5788,711,472,265,700,557483,10/04/2022,287,14,uwagi
5789,690,149,877,543,577386,16/04/2022,648,871,uwagi
5790,228,236,935,286,590320,13/04/2022,716,978,uwagi
5791,35,333,387,534,557761,08/04/2022,987,33,uwagi
5792,580,999,351,290,546954,17/04/2022,616,990,uwagi
5793,45,902,3,735,505028,13/04/2022,880,277,uwagi
5794,825,528,148,52,576211,17/04/2022,82,337,uwagi
5795,666,797,315,700,512926,17/04/2022,702,234,uwagi
5796,707,688,266,286,568561,19/04/2022,617,576,uwagi
5797,156,232,565,200,513322,11/04/2022,568,934,uwagi
5798,184,447,211,8,597379,06/04/2022,358,59,uwagi
5799,736,439,396,402,523570,13/04/2022,711,102,uwagi
5800,365,412,335,72,509843,05/04/2022,600,358,uwagi
5801,785,217,933,940,544732,17/04/2022,498,139,uwagi
5802,581,65,73,765,551118,10/04/2022,283,772,uwagi
5803,485,641,831,221,507919,16/04/2022,227,623,uwagi
5804,315,937,724,680,534796,09/04/2022,58,752,uwagi
5805,447,658,110,231,587313,06/04/2022,43,170,uwagi
5806,321,540,309,901,560416,12/04/2022,381,666,uwagi
5807,116,664,437,601,530403,07/04/2022,268,822,uwagi
5808,384,494,444,699,543044,06/04/2022,167,378,uwagi
5809,779,224,130,225,588061,18/04/2022,240,456,uwagi
5810,754,282,625,75,582129,12/04/2022,934,976,uwagi
5811,426,315,641,541,597781,09/04/2022,77,142,uwagi
5812,282,345,963,666,583825,11/04/2022,406,364,uwagi
5813,269,572,742,48,579515,07/04/2022,871,272,uwagi
5814,676,111,728,430,539168,07/04/2022,353,504,uwagi
5815,213,286,479,639,559939,12/04/2022,120,180,uwagi
5816,578,197,321,860,554045,18/04/2022,283,525,uwagi
5817,379,688,888,648,525951,04/04/2022,629,695,uwagi
5818,55,500,967,731,560948,18/04/2022,694,160,uwagi
5819,2,46,664,215,533084,06/04/2022,143,853,uwagi
5820,931,262,32,508,545744,04/04/2022,352,367,uwagi
5821,998,635,891,377,532220,11/04/2022,778,24,uwagi
5822,582,407,719,637,590574,04/04/2022,685,367,uwagi
5823,516,379,527,517,542396,07/04/2022,191,731,uwagi
5824,755,333,583,686,559409,11/04/2022,615,193,uwagi
5825,52,967,559,50,560092,05/04/2022,450,427,uwagi
5826,924,228,450,505,563357,04/04/2022,169,142,uwagi
5827,540,854,509,55,523171,12/04/2022,35,571,uwagi
5828,656,225,302,411,555765,13/04/2022,885,96,uwagi
5829,152,500,288,204,546561,12/04/2022,847,253,uwagi
5830,67,297,679,990,552341,04/04/2022,129,495,uwagi
5831,157,298,636,697,515044,04/04/2022,144,751,uwagi
5832,383,179,322,38,540339,15/04/2022,624,449,uwagi
5833,962,508,544,113,500652,17/04/2022,832,317,uwagi
5834,473,679,569,539,597465,16/04/2022,248,529,uwagi
5835,499,377,23,656,567321,04/04/2022,659,352,uwagi
5836,824,803,103,206,598057,15/04/2022,424,244,uwagi
5837,384,47,692,345,555446,04/04/2022,236,458,uwagi
5838,561,68,774,34,574582,16/04/2022,343,572,uwagi
5839,721,590,101,219,596604,10/04/2022,123,874,uwagi
5840,640,782,225,463,558351,06/04/2022,328,669,uwagi
5841,565,751,913,949,579790,10/04/2022,605,294,uwagi
5842,353,840,751,914,590720,12/04/2022,525,947,uwagi
5843,654,868,519,374,545711,15/04/2022,619,593,uwagi
5844,424,742,466,63,552258,14/04/2022,691,526,uwagi
5845,107,18,194,671,576843,10/04/2022,107,619,uwagi
5846,567,711,912,919,555029,07/04/2022,662,833,uwagi
5847,458,187,779,111,505376,16/04/2022,297,484,uwagi
5848,511,916,76,935,565634,09/04/2022,542,997,uwagi
5849,179,233,522,286,524951,10/04/2022,716,956,uwagi
5850,18,822,574,585,553232,19/04/2022,485,503,uwagi
5851,83,147,335,541,533315,06/04/2022,114,651,uwagi
5852,387,411,135,898,532530,14/04/2022,211,832,uwagi
5853,982,753,829,161,598413,13/04/2022,350,446,uwagi
5854,234,66,401,252,588748,11/04/2022,975,836,uwagi
5855,420,459,339,503,560519,19/04/2022,674,43,uwagi
5856,939,788,694,326,519743,04/04/2022,828,224,uwagi
5857,523,39,55,505,579037,05/04/2022,884,665,uwagi
5858,775,234,111,9,529869,09/04/2022,512,260,uwagi
5859,187,486,96,606,594401,11/04/2022,435,109,uwagi
5860,550,109,151,488,589539,18/04/2022,844,813,uwagi
5861,93,672,36,616,570990,19/04/2022,91,120,uwagi
5862,501,974,785,275,520705,15/04/2022,896,283,uwagi
5863,506,407,543,692,589204,13/04/2022,639,298,uwagi
5864,837,73,407,386,518072,16/04/2022,558,873,uwagi
5865,77,402,686,169,507273,18/04/2022,722,785,uwagi
5866,783,813,905,283,578621,19/04/2022,690,558,uwagi
5867,994,585,841,500,599141,19/04/2022,384,191,uwagi
5868,884,22,489,720,509389,17/04/2022,896,105,uwagi
5869,275,453,978,351,585324,04/04/2022,664,520,uwagi
5870,926,385,305,709,519678,13/04/2022,209,992,uwagi
5871,983,898,550,977,548264,09/04/2022,390,476,uwagi
5872,475,773,667,358,579411,14/04/2022,155,77,uwagi
5873,889,51,182,163,550216,04/04/2022,160,514,uwagi
5874,356,823,34,282,520682,17/04/2022,338,990,uwagi
5875,404,546,982,387,544370,16/04/2022,531,363,uwagi
5876,927,921,839,401,569302,06/04/2022,505,758,uwagi
5877,488,660,835,376,570926,15/04/2022,17,538,uwagi
5878,212,176,52,567,599809,05/04/2022,85,849,uwagi
5879,205,422,839,609,596720,18/04/2022,820,996,uwagi
5880,411,351,358,338,527041,13/04/2022,197,738,uwagi
5881,964,701,496,451,535962,16/04/2022,331,826,uwagi
5882,69,347,364,281,552279,18/04/2022,415,848,uwagi
5883,521,499,696,726,592025,10/04/2022,534,335,uwagi
5884,888,354,330,299,570320,09/04/2022,688,636,uwagi
5885,974,884,374,938,558387,17/04/2022,869,388,uwagi
5886,944,200,214,13,554611,11/04/2022,577,293,uwagi
5887,69,992,140,590,549027,14/04/2022,836,316,uwagi
5888,411,369,650,298,572153,06/04/2022,980,597,uwagi
5889,425,667,232,399,555023,05/04/2022,606,336,uwagi
5890,135,474,723,78,567289,17/04/2022,937,90,uwagi
5891,220,514,383,288,550450,17/04/2022,523,878,uwagi
5892,995,358,194,406,572603,18/04/2022,844,704,uwagi
5893,448,823,300,873,548915,09/04/2022,532,271,uwagi
